id,group,time,date,entrees,sumentrees
joc,museum,22:00,08/01/2019,0,189916
joc,museum,22:30,08/01/2019,0,189916
joc,museum,23:00,08/01/2019,0,189916
joc,museum,23:30,08/01/2019,0,189916
joc,museum,00:00,09/01/2019,0,189916
joc,museum,00:30,09/01/2019,0,189916
joc,museum,01:00,09/01/2019,0,189916
joc,museum,01:30,09/01/2019,0,189916
joc,museum,02:00,09/01/2019,0,189916
joc,museum,02:30,09/01/2019,0,189916
joc,museum,03:00,09/01/2019,0,189916
joc,museum,03:30,09/01/2019,0,189916
joc,museum,04:00,09/01/2019,0,189916
joc,museum,04:30,09/01/2019,0,189916
joc,museum,05:00,09/01/2019,0,189916
joc,museum,05:30,09/01/2019,0,189916
joc,museum,06:00,09/01/2019,0,189916
joc,museum,06:30,09/01/2019,0,189916
joc,museum,07:00,09/01/2019,0,189916
joc,museum,07:30,09/01/2019,0,189916
joc,museum,08:00,09/01/2019,0,189916
joc,museum,08:30,09/01/2019,0,189916
joc,museum,09:00,09/01/2019,176,190092
joc,museum,09:30,09/01/2019,1220,191312
joc,museum,10:00,09/01/2019,1346,192658
joc,museum,10:30,09/01/2019,1478,194136
joc,museum,11:00,09/01/2019,1455,195591
joc,museum,11:30,09/01/2019,1150,196741
joc,museum,12:00,09/01/2019,1299,198040
joc,museum,12:30,09/01/2019,1052,199092
joc,museum,13:00,09/01/2019,1203,200295
joc,museum,13:30,09/01/2019,1172,201467
joc,museum,14:00,09/01/2019,1185,202652
joc,museum,14:30,09/01/2019,1222,203874
joc,museum,15:00,09/01/2019,1214,205088
joc,museum,15:30,09/01/2019,1050,206138
joc,museum,16:00,09/01/2019,1051,207189
joc,museum,16:30,09/01/2019,976,208165
joc,museum,17:00,09/01/2019,792,208957
joc,museum,17:30,09/01/2019,709,209666
joc,museum,18:00,09/01/2019,875,210541
joc,museum,18:30,09/01/2019,743,211284
joc,museum,19:00,09/01/2019,623,211907
joc,museum,19:30,09/01/2019,579,212486
joc,museum,20:00,09/01/2019,522,213008
joc,museum,20:30,09/01/2019,222,213230
joc,museum,21:00,09/01/2019,101,213331
joc,museum,21:30,09/01/2019,47,213378
joc,museum,22:00,09/01/2019,27,213405
joc,museum,22:30,09/01/2019,0,213405
joc,museum,23:00,09/01/2019,0,213405
joc,museum,23:30,09/01/2019,0,213405
joc,museum,00:00,10/01/2019,0,213405
joc,museum,00:30,10/01/2019,0,213405
joc,museum,01:00,10/01/2019,0,213405
joc,museum,01:30,10/01/2019,0,213405
joc,museum,02:00,10/01/2019,0,213405
joc,museum,02:30,10/01/2019,0,213405
joc,museum,03:00,10/01/2019,0,213405
joc,museum,03:30,10/01/2019,0,213405
joc,museum,04:00,10/01/2019,0,213405
joc,museum,04:30,10/01/2019,0,213405
joc,museum,05:00,10/01/2019,0,213405
joc,museum,05:30,10/01/2019,0,213405
joc,museum,06:00,10/01/2019,0,213405
joc,museum,06:30,10/01/2019,0,213405
joc,museum,07:00,10/01/2019,0,213405
joc,museum,07:30,10/01/2019,0,213405
joc,museum,08:00,10/01/2019,0,213405
joc,museum,08:30,10/01/2019,0,213405
joc,museum,09:00,10/01/2019,116,213521
joc,museum,09:30,10/01/2019,661,214182
joc,museum,10:00,10/01/2019,906,215088
joc,museum,10:30,10/01/2019,1069,216157
joc,museum,11:00,10/01/2019,878,217035
joc,museum,11:30,10/01/2019,924,217959
joc,museum,12:00,10/01/2019,895,218854
joc,museum,12:30,10/01/2019,925,219779
joc,museum,13:00,10/01/2019,929,220708
joc,museum,13:30,10/01/2019,1097,221805
joc,museum,14:00,10/01/2019,1155,222960
joc,museum,14:30,10/01/2019,1134,224094
joc,museum,15:00,10/01/2019,1072,225166
joc,museum,15:30,10/01/2019,1034,226200
joc,museum,16:00,10/01/2019,899,227099
